,carat,cut,color,clarity,depth,table,x,y,z,clarity_num,color_num,cut_num,price_predicted
273,1.5,Good,G,SI1,58.4,65.0,7.45,7.41,4.34,3,4,4,10044.83944847964
274,1.31,Very Good,H,VS2,61.4,59.0,6.96,7.01,4.29,4,5,3,8217.522940139446
275,1.0,Very Good,D,SI1,62.1,58.0,6.34,6.45,3.97,3,1,3,5444.076861300535
276,0.41,Premium,G,VVS1,60.3,60.0,4.78,4.74,2.87,7,4,2,1349.2936005191532
277,0.38,Ideal,F,VVS1,61.0,57.0,4.67,4.71,2.86,7,3,1,1252.3131778138286
278,0.35,Premium,E,VVS1,60.7,59.0,4.58,4.55,2.77,7,2,2,928.3779361890738
279,0.3,Premium,D,VS2,61.7,58.0,4.32,4.3,2.66,4,1,2,699.5451567649907
280,1.13,Ideal,I,VS1,61.6,54.0,6.72,6.74,4.15,5,6,1,5793.663861651594
281,0.37,Premium,E,VVS2,60.9,59.0,4.61,4.65,2.82,6,2,2,1029.8649960772545
282,0.39,Premium,G,VVS2,60.7,61.0,4.73,4.7,2.86,6,4,2,1028.673271187312
283,0.5,Good,D,SI1,63.9,56.0,5.02,4.93,3.18,3,1,4,1058.1062429247413
284,0.31,Ideal,E,VS2,61.5,56.0,4.39,4.42,2.71,4,2,1,575.1872753789175
285,1.72,Good,D,SI2,63.4,62.0,7.53,7.59,4.79,2,1,4,11560.077518850874
286,1.27,Ideal,H,SI1,59.8,57.0,7.08,7.01,4.22,3,5,1,6857.919348125549
287,1.0,Good,D,VS2,62.8,61.0,6.31,6.34,3.97,4,1,4,6619.426381496185
288,1.59,Premium,I,VS2,59.9,60.0,7.61,7.57,4.55,4,6,2,10051.541737921774
289,0.38,Very Good,F,VS2,60.9,56.0,4.67,4.72,2.86,4,3,3,573.6820020970299
290,2.39,Ideal,J,VS1,62.1,57.0,8.53,8.57,5.31,5,7,1,17771.713485238142
291,1.01,Premium,F,SI1,62.2,59.0,6.36,6.41,3.97,3,3,2,5369.85730776462
292,0.31,Premium,H,VVS1,62.6,58.0,4.33,4.29,2.7,7,5,2,792.4338707665574
293,2.05,Ideal,J,VS1,61.8,58.0,8.12,8.16,5.03,5,7,1,14068.065604848132
294,0.7,Good,F,SI1,61.1,61.0,5.68,5.71,3.48,3,3,4,2176.9833352534515
295,1.01,Fair,I,I1,56.1,63.0,6.7,6.65,3.74,1,6,5,2214.9141821725225
296,1.55,Very Good,H,VS2,63.3,56.0,7.38,7.32,4.65,4,5,3,10313.774722312708
297,0.33,Premium,E,VVS1,59.7,58.0,4.49,4.52,2.69,7,2,2,954.3006824069744
298,1.51,Premium,E,SI1,62.9,62.0,7.31,7.21,4.57,3,2,2,11114.948637105088
299,0.26,Very Good,D,VVS2,59.1,59.0,4.21,4.28,2.51,6,1,3,253.99095706395747
300,1.01,Premium,D,SI1,59.8,54.0,6.6,6.5,3.93,3,1,2,5376.39237424371
301,0.42,Very Good,D,SI1,60.2,57.0,4.85,4.89,2.93,3,1,3,818.2354328410347
302,1.03,Premium,H,I1,62.9,59.0,6.41,6.3,4.0,1,5,2,2631.8273836186954
303,1.57,Ideal,I,SI2,62.6,58.0,7.38,7.41,4.63,2,6,1,8541.213273213141
304,1.01,Very Good,G,VS1,63.1,55.0,6.34,6.37,4.01,5,4,3,6500.5037641396075
305,2.51,Premium,J,SI2,59.3,58.0,8.87,8.83,5.25,2,7,2,15218.495286860367
306,0.7,Very Good,D,SI1,63.2,55.0,5.62,5.65,3.56,3,1,3,2551.0945271713517
307,0.95,Ideal,G,VS2,61.6,56.0,6.34,6.3,3.89,4,4,1,5634.648130806132
308,0.32,Ideal,E,SI2,62.7,55.0,4.39,4.42,2.76,2,2,1,738.890649052124
309,1.25,Premium,J,SI2,62.3,59.0,6.82,6.86,4.26,2,7,2,5214.039065317398
310,2.26,Premium,I,SI2,62.0,58.0,8.4,8.37,5.2,2,6,2,14350.033953512237
311,0.28,Ideal,G,IF,60.9,57.0,4.24,4.27,2.59,8,4,1,821.2374958068413
312,1.52,Ideal,I,SI1,61.4,57.0,7.4,7.43,4.55,3,6,1,8968.140093587259
313,0.4,Good,D,VS1,56.3,59.0,4.94,4.97,2.79,5,1,4,424.10895000055825
314,1.7,Very Good,F,SI2,63.4,57.0,7.54,7.57,4.79,2,3,3,10681.852197335273
315,2.01,Good,J,SI2,63.4,59.0,7.95,7.99,5.05,2,7,4,10781.594564745941
316,0.3,Ideal,D,VS2,62.2,54.0,4.31,4.28,2.67,4,1,1,884.5401228187875
317,0.55,Very Good,E,VS2,61.6,60.0,5.23,5.27,3.23,4,2,3,1639.8593021466659
318,0.33,Premium,E,VVS1,59.7,58.0,4.52,4.49,2.69,7,2,2,916.4847485259925
319,1.16,Ideal,G,VVS2,62.0,56.0,6.75,6.71,4.17,6,4,1,9399.524224337147
320,1.51,Very Good,J,SI1,62.9,59.0,7.25,7.29,4.57,3,7,3,7380.685465892101
321,0.29,Ideal,F,VS1,61.6,56.0,4.26,4.31,2.64,5,3,1,852.1145383481526
322,0.7,Very Good,E,VS1,63.4,57.0,5.63,5.67,3.58,5,2,3,3685.565033966319
323,0.39,Premium,H,SI2,61.2,58.0,4.51,6.02,4.44,2,5,2,-299.11246356713536
324,0.52,Ideal,E,VS2,61.2,56.0,5.2,5.16,3.17,4,2,1,1704.0192887442754
325,2.17,Premium,H,SI1,59.9,61.0,8.39,8.38,5.02,3,5,2,16990.30638166697
326,1.37,Ideal,H,VS1,63.8,56.0,7.01,6.98,4.46,5,5,1,9394.56578451614
327,0.3,Very Good,F,VVS1,61.0,57.0,4.33,4.36,2.65,7,3,3,518.5439481039139
328,1.06,Premium,D,SI2,61.6,61.0,6.59,6.53,4.04,2,1,2,4730.269790846968
329,0.32,Ideal,E,VVS1,60.9,57.0,4.42,4.45,2.7,7,2,1,977.4586845778867
330,0.32,Premium,G,VS2,61.0,59.0,4.42,4.46,2.71,4,4,2,172.87080326234263
331,0.2,Premium,D,VS2,61.7,60.0,3.77,3.72,2.31,4,1,2,1163.7491535087502
332,0.7,Ideal,H,VS2,61.1,57.0,5.71,5.74,3.5,4,5,1,2838.676319665907
333,0.53,Ideal,E,VS1,61.5,57.0,5.22,5.25,3.22,5,2,1,1822.2301401107889
334,0.71,Ideal,I,VVS1,62.4,55.0,5.69,5.76,3.57,7,6,1,2617.35151281644
335,1.16,Ideal,G,VVS1,61.9,55.0,6.75,6.78,4.19,7,4,1,9718.897202672579
336,1.01,Premium,E,SI1,59.2,60.0,6.56,6.51,3.87,3,2,2,5408.895569231154
337,0.4,Ideal,G,VVS2,62.6,53.0,4.72,4.77,2.97,6,4,1,959.7190284940643
338,1.51,Good,F,SI2,62.9,55.0,7.22,7.28,4.56,2,3,4,8651.330787343108
339,1.04,Very Good,I,SI2,61.6,58.0,6.47,6.58,4.02,2,6,3,4314.050619125394
340,0.37,Ideal,I,SI1,60.7,60.0,4.6,4.62,2.8,3,6,1,780.8058069474846
341,0.37,Premium,F,VS2,60.5,59.0,4.62,4.67,2.81,4,3,2,868.7066457321234
342,0.64,Good,H,VS1,61.8,60.3,5.47,5.53,3.4,5,5,4,2015.5730690934815
343,2.01,Very Good,I,SI1,60.8,60.0,8.12,8.15,4.95,3,6,3,13853.05093985269
344,1.29,Ideal,G,VS2,62.5,57.0,6.89,6.92,4.35,4,4,1,9509.095837971123
345,1.01,Very Good,G,VVS2,63.4,55.0,6.41,6.34,4.04,6,4,3,6904.633127276482
346,2.01,Premium,H,SI1,62.7,59.0,8.08,8.03,5.05,3,5,2,15097.129008440012
347,0.51,Very Good,J,SI1,63.3,56.0,5.12,5.02,3.21,3,7,3,487.81864115884855
348,0.53,Very Good,E,VS2,63.5,59.0,5.17,5.13,3.27,4,2,3,1427.0239524587105
349,1.01,Very Good,G,VS2,63.0,56.0,6.35,6.41,4.02,4,4,3,6124.730410603056
350,0.31,Premium,E,VVS1,62.0,59.0,4.34,4.3,2.68,7,2,2,861.1504379555663
351,0.36,Ideal,G,VVS1,60.0,56.0,4.66,4.69,2.81,7,4,1,649.4192884285621
352,0.31,Premium,H,VS1,61.4,61.0,4.36,4.33,2.67,5,5,2,561.471088056589
353,0.77,Premium,G,VVS2,60.8,59.0,5.96,5.92,3.61,6,4,2,4117.322184541863
354,1.5,Premium,H,SI1,61.0,60.0,7.33,7.27,4.45,3,5,2,9510.781430159945
355,0.45,Very Good,E,SI2,63.2,54.0,4.94,4.82,3.09,2,2,3,269.14761979575087
356,0.57,Ideal,F,SI2,62.2,53.0,5.34,5.4,3.34,2,3,1,1154.3034641553604
357,1.01,Good,I,SI2,61.8,62.0,6.28,6.35,3.9,2,6,4,4011.4460213953967
358,0.71,Fair,G,SI2,65.6,61.0,5.46,5.37,3.55,2,4,5,1484.7683581992615
359,0.72,Ideal,H,SI2,61.8,55.0,5.79,5.76,3.57,2,5,1,2090.4008952059194
360,0.55,Ideal,H,IF,61.9,56.0,5.26,5.34,3.26,8,5,1,1991.5583367210438
361,1.01,Good,F,SI1,63.5,59.0,6.3,6.39,4.03,3,3,4,5113.722979710974
362,0.32,Premium,H,VS1,61.6,59.0,4.37,4.39,2.7,5,5,2,734.314950372227
363,0.94,Premium,E,SI2,62.4,58.0,6.33,6.26,3.93,2,2,2,3411.096367220027
364,1.13,Ideal,F,VS1,60.9,57.0,6.73,6.76,4.11,5,3,1,8782.512744867125
365,0.6,Good,E,VS1,58.1,63.0,5.53,5.63,3.24,5,2,4,1548.6675067713968
366,1.01,Ideal,D,SI1,61.2,57.0,6.44,6.47,3.95,3,1,1,5774.415609031179
367,0.52,Very Good,I,VVS2,61.9,56.0,5.16,5.18,3.2,6,6,3,1067.9529281011328
368,0.3,Ideal,H,IF,62.2,54.0,4.34,4.37,2.71,8,5,1,603.7937554122873
369,0.42,Premium,G,SI1,61.7,58.0,4.8,4.76,2.95,3,4,2,757.027389422652
370,0.33,Ideal,G,IF,61.7,55.0,4.45,4.47,2.75,8,4,1,959.5981133453479
371,0.33,Premium,H,IF,61.7,59.0,4.45,4.43,2.74,8,5,2,893.7262347798769
372,0.52,Premium,G,VVS2,61.2,59.0,5.14,5.16,3.15,6,4,2,1944.2509954546294
373,1.07,Ideal,G,IF,61.5,57.0,6.59,6.54,4.04,8,4,1,9039.594525433262
374,0.43,Premium,G,VVS1,60.9,58.0,4.88,4.91,2.98,7,4,2,1153.9880708661694
375,0.51,Ideal,E,VS1,60.9,56.0,5.16,5.22,3.16,5,2,1,1631.249353194331
376,0.3,Premium,H,VVS2,61.0,61.0,4.32,4.3,2.63,6,5,2,681.9817949340813
377,0.31,Ideal,E,VS1,61.8,56.0,4.33,4.34,2.68,5,2,1,911.6686631070788
378,0.4,Ideal,I,VS1,61.2,56.0,4.76,4.82,2.93,5,6,1,796.6932819695558
379,0.7,Premium,D,SI1,58.8,59.0,5.86,5.84,3.44,3,1,2,2582.5631647067275
380,1.2,Ideal,J,SI2,62.5,57.0,6.8,6.74,4.23,2,7,1,4800.5084444036465
381,0.33,Premium,H,VS1,61.5,58.0,4.39,4.46,2.72,5,5,2,918.0312092022414
382,0.74,Good,H,VS2,57.5,57.0,5.94,6.01,3.44,4,5,4,2658.4750324969937
383,0.42,Ideal,F,VVS1,62.0,55.0,4.8,4.84,2.99,7,3,1,1409.642365092399
384,0.41,Ideal,G,VS1,61.6,57.0,4.77,4.74,2.93,5,4,1,1105.185781485765
385,0.39,Ideal,F,VS1,62.3,57.0,4.65,4.69,2.91,5,3,1,1105.8219311593566
386,1.5,Very Good,H,SI1,62.9,57.0,7.24,7.28,4.57,3,5,3,9543.298610509975
387,0.33,Ideal,E,VS2,61.5,55.0,4.47,4.5,2.76,4,2,1,638.2308350398052
388,1.0,Ideal,G,SI2,62.8,57.0,6.37,6.31,3.98,2,4,1,4308.632945741929
389,1.23,Premium,G,VS2,61.6,58.0,6.91,6.85,4.24,4,4,2,8422.117831861904
390,0.71,Ideal,G,VVS2,61.5,57.0,5.73,5.75,3.53,6,4,1,3678.791611519495
391,0.5,Premium,G,SI1,62.2,60.0,5.07,5.03,3.14,3,4,2,1024.8919802029595
392,0.36,Ideal,E,VVS2,61.9,55.0,4.57,4.61,2.84,6,2,1,944.3387984744131
393,0.34,Ideal,F,VVS1,61.7,55.0,4.51,4.5,2.78,7,3,1,964.2543708589255
394,0.72,Ideal,E,SI2,62.3,54.0,5.75,5.78,3.59,2,2,1,2239.916144009774
395,1.24,Ideal,H,SI2,59.5,61.0,6.98,7.03,4.17,2,5,1,6081.013359530305
396,0.43,Premium,F,VVS1,60.3,58.0,4.88,4.91,2.95,7,3,2,1504.8632284555388
397,0.9,Premium,I,VS2,61.8,59.0,6.15,6.21,3.82,4,6,2,3595.659906505285
398,1.11,Premium,D,I1,61.9,58.0,6.63,6.66,4.11,1,1,2,3811.9609520112845
399,0.52,Very Good,E,VS2,62.3,57.0,5.1,5.17,3.2,4,2,3,1362.7892079197882
400,1.05,Very Good,E,SI1,62.2,56.0,6.49,6.56,4.06,3,2,3,5562.947812452506
401,0.4,Ideal,D,VVS2,61.3,56.0,4.78,4.75,2.92,6,1,1,1323.0551900792889
402,0.31,Ideal,F,VS2,62.3,57.0,4.34,4.3,2.69,4,3,1,880.5382931590939
403,0.43,Ideal,F,IF,62.0,56.0,4.87,4.84,3.01,8,3,1,1587.9465805323089
404,0.54,Ideal,E,VS1,62.0,56.0,5.26,5.23,3.25,5,2,1,1865.3327741941666
405,0.65,Premium,D,VVS2,59.9,58.0,5.69,5.63,3.39,6,1,2,3842.3653599934314
406,0.71,Good,I,VVS2,63.6,57.0,5.69,5.66,3.61,6,6,4,1887.336677407362
407,0.31,Good,F,VS2,63.9,56.0,4.29,4.32,2.75,4,3,4,182.27333638158962
408,0.51,Very Good,E,VS2,61.3,60.0,5.11,5.16,3.15,4,2,3,1302.234382010227
409,0.6,Ideal,H,SI2,61.7,54.0,5.44,5.48,3.37,2,5,1,1282.3603285421912
410,0.52,Ideal,G,SI1,62.6,56.0,5.16,5.13,3.22,3,4,1,1088.8899974198193
411,1.54,Ideal,J,VS2,61.9,57.0,7.39,7.5,4.6,4,7,1,8330.223446703989
412,0.3,Ideal,E,VVS2,61.7,55.0,4.31,4.28,2.65,6,2,1,898.0134656502523
413,0.7,Very Good,E,VS2,61.2,59.0,5.69,5.72,3.49,4,2,3,2933.2139064119547
414,0.9,Ideal,E,VS2,62.1,57.0,6.15,6.18,3.83,4,2,1,5416.015452509429
415,1.01,Very Good,D,SI1,62.9,59.0,6.39,6.43,4.03,3,1,3,5345.019498587197
416,1.56,Ideal,F,SI1,61.2,57.0,7.52,7.48,4.59,3,3,1,11215.7713939336
417,0.31,Ideal,F,SI1,62.3,56.0,4.32,4.35,2.7,3,3,1,879.7498816110401
418,0.39,Ideal,G,SI1,61.4,55.0,4.7,4.74,2.9,3,4,1,867.8320963034621
419,1.03,Premium,D,SI2,62.5,54.0,6.5,6.42,4.04,2,1,2,4418.6709161447625
420,0.7,Ideal,E,VS2,61.4,57.0,5.76,5.8,3.55,4,2,1,2794.9366467578056
421,1.05,Premium,I,I1,61.8,56.0,6.53,6.48,4.02,1,6,2,2762.5311386824314
422,0.53,Ideal,F,VS2,61.3,55.0,5.22,5.25,3.21,4,3,1,1544.1041700253918
423,1.0,Premium,F,VS2,60.7,58.0,6.45,6.36,3.89,4,3,2,6450.349099164665
424,0.53,Premium,H,SI1,59.4,60.0,5.26,5.24,3.12,3,5,2,994.1115520619333
425,1.0,Good,H,SI2,63.9,55.0,6.41,6.34,4.07,2,5,4,3532.5058349564315
426,2.02,Ideal,H,SI2,62.7,57.0,8.05,8.0,5.03,2,5,1,12976.45423623162
427,1.08,Very Good,G,SI2,63.2,57.0,6.54,6.5,4.12,2,4,3,4417.687311069495
428,0.77,Ideal,F,SI1,61.5,56.0,5.89,5.95,3.64,3,3,1,3055.5553566805975
429,0.33,Premium,H,VS2,60.4,60.0,4.52,4.48,2.72,4,5,2,61.345417647356044
430,0.41,Ideal,F,VS2,60.0,56.0,4.82,4.88,2.91,4,3,1,1042.869892877894
431,0.3,Ideal,F,VS2,62.1,55.0,4.26,4.31,2.66,4,3,1,965.6096680685823
432,1.01,Good,E,SI2,61.4,64.0,6.29,6.42,3.9,2,2,4,4924.514987598637
433,0.74,Premium,E,VS2,62.7,58.0,5.77,5.72,3.6,4,2,2,3617.527888241979
434,0.55,Very Good,E,SI1,64.2,55.0,5.18,5.2,3.33,3,2,3,1254.933977541452
435,0.51,Ideal,E,VS1,62.0,57.0,5.11,5.15,3.18,5,2,1,1890.6096286466254
436,1.0,Very Good,G,VVS2,62.3,58.0,6.39,6.45,4.0,6,4,3,6776.654604766556
437,0.55,Very Good,E,VVS2,60.8,55.0,5.26,5.33,3.22,6,2,3,2296.5258530473147
438,2.0,Ideal,H,VS2,62.4,55.0,8.03,7.94,4.99,4,5,1,15377.435973748195
439,0.32,Ideal,E,VS2,60.2,57.0,4.51,4.46,2.7,4,2,1,661.1387333392468
440,0.31,Premium,D,SI1,62.1,58.0,4.33,4.3,2.68,3,1,2,725.6315635538813
441,0.34,Premium,F,VS2,60.7,60.0,4.5,4.46,2.72,4,3,2,879.0009076470451
442,0.32,Ideal,G,VS1,61.9,55.0,4.43,4.39,2.73,5,4,1,436.9893987111518
443,0.7,Very Good,I,SI2,58.8,60.0,5.8,5.83,3.42,2,6,3,1859.6560282557393
444,0.31,Premium,E,VS1,61.9,58.0,4.31,4.32,2.67,5,2,2,873.4525139225098
445,0.73,Premium,F,SI2,59.5,62.0,5.89,5.84,3.49,2,3,2,2156.491606888639
446,1.3,Premium,F,VS1,62.5,58.0,6.97,6.94,4.35,5,3,2,11201.469905193047
447,0.32,Ideal,G,IF,62.9,55.0,4.41,4.37,2.76,8,4,1,899.0411150824821
448,2.01,Ideal,H,VS2,63.0,55.0,8.03,7.97,5.04,4,5,1,15531.743426100607
449,0.5,Ideal,H,SI1,61.9,56.0,5.08,5.13,3.16,3,5,1,1195.5737577580294
450,0.52,Very Good,G,SI1,63.3,57.0,5.11,5.08,3.22,3,4,3,920.9843691765582
451,0.73,Ideal,G,SI1,62.1,54.0,5.81,5.76,3.59,3,4,1,2306.82152327139
452,1.0,Premium,H,VS2,59.7,59.0,6.57,6.52,3.91,4,5,2,4892.4435072954975
453,0.53,Ideal,G,VS1,61.5,57.0,5.26,5.21,3.22,5,4,1,1895.865743634342
454,0.34,Ideal,E,SI1,62.9,56.0,4.48,4.45,2.81,3,2,1,739.5406922018519
455,0.54,Ideal,H,SI1,61.0,56.0,5.24,5.28,3.21,3,5,1,1337.3396282358117
456,0.73,Premium,D,VS2,60.9,59.0,5.82,5.77,3.53,4,1,2,3587.531086220233
457,0.5,Ideal,J,VS2,62.5,53.0,5.09,5.12,3.19,4,7,1,897.1049648008284
458,0.33,Very Good,G,SI1,63.2,57.0,4.44,4.39,2.79,3,4,3,229.30321893701148
459,2.09,Good,I,SI1,57.9,63.0,8.37,8.46,4.87,3,6,4,14220.487014947874
460,0.55,Ideal,E,VS1,61.9,55.0,5.3,5.24,3.25,5,2,1,1909.2067589900053
461,1.01,Ideal,E,VS2,61.3,57.0,6.49,6.46,3.97,4,2,1,6642.599526148937
462,1.26,Ideal,G,VVS1,62.1,57.0,7.01,6.91,4.32,7,4,1,11163.40988527723
463,0.5,Very Good,E,SI1,63.3,59.0,5.03,4.99,3.17,3,2,3,1166.985061886693
464,0.4,Premium,F,VS2,62.1,58.0,4.71,4.76,2.94,4,3,2,766.1490995394761
465,0.61,Ideal,E,VS2,61.4,56.0,5.47,5.51,3.37,4,2,1,2152.237300970981
466,0.41,Ideal,F,VVS2,61.7,57.0,4.8,4.73,2.94,6,3,1,1261.0619168213088
467,0.5,Ideal,G,VS2,61.6,55.0,5.11,5.14,3.16,4,4,1,1545.6019367144745
468,1.11,Premium,E,VS2,62.2,58.0,6.61,6.64,4.12,4,2,2,7851.811135859118
469,1.22,Ideal,F,VS2,62.6,56.0,6.8,6.78,4.25,4,3,1,9371.31978134343
470,0.33,Ideal,F,VS1,61.2,56.0,4.46,4.49,2.74,5,3,1,849.3608806280245
471,1.51,Good,H,SI1,62.2,61.0,7.25,7.32,4.53,3,5,4,9601.219564210487
472,0.71,Premium,F,SI1,60.4,58.0,5.8,5.83,3.51,3,3,2,2277.207847241327
473,0.23,Ideal,F,VVS2,60.3,57.0,3.99,4.03,2.42,6,3,1,829.4195074883901
474,0.6,Premium,E,SI2,62.0,59.0,5.41,5.37,3.34,2,2,2,1394.2066972352513
475,0.55,Good,I,VVS2,61.0,61.0,5.32,5.36,3.26,6,6,4,1016.8616644528047
476,0.91,Ideal,F,SI1,60.2,57.0,6.29,6.34,3.8,3,3,1,4192.171029563155
477,1.2,Very Good,E,SI1,61.8,56.0,6.75,6.82,4.19,3,2,3,7452.016729630367
478,0.54,Ideal,H,SI2,61.2,56.0,5.27,5.24,3.21,2,5,1,885.450006301701
479,1.09,Good,F,SI1,61.0,64.0,6.58,6.63,4.03,3,3,4,5782.905814407759
480,0.49,Premium,H,SI2,59.9,59.0,5.17,5.12,3.08,2,5,2,273.37905016981085
481,0.35,Ideal,G,VVS1,61.7,55.0,4.54,4.57,2.81,7,4,1,879.3510340635039
482,1.28,Premium,G,VVS2,62.1,58.0,6.96,6.91,4.31,6,4,2,11039.384167374017
483,0.39,Ideal,I,IF,62.3,54.0,4.69,4.71,2.93,8,6,1,820.8136780440327
484,1.02,Good,H,SI2,63.7,58.0,6.28,6.24,3.99,2,5,4,3935.225992056963
485,1.01,Good,E,SI2,63.7,58.0,6.32,6.36,4.04,2,2,4,4233.227170519187
486,1.0,Good,E,SI1,63.2,57.0,6.36,6.39,4.03,3,2,4,4875.039494390754
487,1.19,Premium,H,VS1,62.4,59.0,6.79,6.73,4.22,5,5,2,7046.856749976675
488,1.54,Premium,H,VS2,62.1,62.0,7.38,7.31,4.56,4,5,2,10385.305477770089
489,0.57,Ideal,G,VVS2,61.7,56.0,5.3,5.33,3.28,6,4,1,2378.042276977354
490,0.91,Ideal,G,SI1,62.1,57.0,6.2,6.23,3.86,3,4,1,4021.792997925082
491,2.31,Premium,I,SI2,58.8,58.0,8.7,8.64,5.1,2,6,2,14944.199823009887
492,0.6,Very Good,G,SI1,63.5,59.9,5.28,5.3,3.36,3,4,3,1649.1299301876988
493,0.32,Very Good,H,VVS1,61.2,57.0,4.39,4.42,2.69,7,5,3,710.6836973099962
494,1.0,Premium,E,VS2,62.9,58.0,6.36,6.29,3.98,4,2,2,6733.167843860154
495,0.42,Ideal,E,VS2,62.1,56.0,4.8,4.77,2.97,4,2,1,1208.0363465325117
496,0.23,Ideal,G,IF,62.8,55.0,3.93,3.96,2.48,8,4,1,788.7401193150235
497,0.23,Good,D,VVS2,61.8,65.0,3.9,3.93,2.42,6,1,4,604.096513147626
498,0.5,Ideal,G,SI1,61.7,57.0,5.06,5.08,3.13,3,4,1,1326.1266287692833
499,1.02,Good,H,SI2,58.6,64.0,6.32,6.26,3.68,2,5,4,3964.2831483870486
500,0.7,Premium,D,VS1,61.2,60.0,5.69,5.71,3.49,5,1,2,3697.018817508859
501,1.23,Very Good,G,SI2,60.8,59.0,6.88,6.97,4.21,2,4,3,6054.955877872469
502,0.3,Very Good,G,SI1,61.6,59.0,4.26,4.28,2.63,3,4,3,718.9026493246984
503,1.53,Very Good,H,SI1,63.4,55.0,7.3,7.34,4.64,3,5,3,9779.436623857187
504,0.33,Ideal,G,VS2,62.3,55.0,4.42,4.47,2.77,4,4,1,472.8528927755997
505,0.57,Ideal,D,VS1,61.1,57.0,5.33,5.37,3.27,5,1,1,2379.2833924272654
506,0.42,Ideal,D,SI1,62.3,57.0,4.8,4.77,2.98,3,1,1,1045.087609665923
507,0.41,Ideal,G,SI1,62.2,56.0,4.77,4.75,2.96,3,4,1,771.7934333891117
508,2.01,Very Good,I,VS2,63.8,59.0,7.89,7.85,5.02,4,6,3,15283.621386987394
509,0.31,Ideal,G,VVS2,61.8,54.0,4.36,4.38,2.7,6,4,1,776.1854709218387
510,1.0,Fair,I,SI1,67.9,62.0,6.19,6.03,4.15,3,6,5,3723.4081884215357
511,0.31,Ideal,E,SI1,61.1,55.0,4.36,4.41,2.68,3,2,1,832.4016404941467
512,0.76,Good,J,VS1,62.6,61.9,5.7,5.75,3.58,5,7,4,2351.0840333239594
513,0.41,Good,E,SI2,63.5,55.0,4.69,4.73,2.99,2,2,4,601.4625749798561
514,1.12,Premium,G,SI1,59.8,58.0,6.79,6.76,4.05,3,4,2,5761.199481476513
515,1.08,Very Good,F,SI2,63.3,59.0,6.48,6.44,4.09,2,3,3,5032.410593355069
516,0.71,Ideal,I,VVS2,60.7,57.0,5.76,5.8,3.51,6,6,1,2685.666547963692
517,0.7,Ideal,E,SI1,61.9,55.0,5.74,5.77,3.56,3,2,1,2382.9812416019086
518,0.9,Premium,J,VVS2,62.5,61.0,6.15,6.08,3.82,6,7,2,3049.139584571314
519,0.33,Good,F,VS2,63.2,56.0,4.39,4.41,2.78,4,3,4,273.69853710800817
520,2.45,Ideal,F,SI2,62.0,55.0,8.67,8.64,5.36,2,3,1,18644.410991078385
521,0.65,Ideal,G,VS1,60.6,60.0,5.58,5.61,3.39,5,4,1,3156.901139611711
522,1.0,Very Good,D,SI2,63.7,55.0,6.32,6.37,4.04,2,1,3,4463.99273346076
523,1.02,Very Good,E,SI1,63.1,61.0,6.42,6.35,4.03,3,2,3,5279.380612572473
524,1.01,Ideal,F,SI2,60.8,55.0,6.52,6.48,3.95,2,3,1,4606.281654051187
525,0.8,Good,G,SI1,63.9,57.0,5.84,5.81,3.72,3,4,4,2705.3233126045634
526,0.42,Ideal,E,VS2,62.0,55.0,4.82,4.8,2.98,4,2,1,1090.1287658958718
527,0.44,Premium,F,SI2,62.8,60.0,4.86,4.82,3.04,2,3,2,422.83925960146007
528,0.76,Ideal,E,VS1,60.5,56.0,5.94,5.99,3.61,5,2,1,3870.894340973189
529,0.3,Very Good,D,VS1,63.5,55.0,4.24,4.29,2.71,5,1,3,521.9284591031101
530,0.75,Premium,E,VS2,59.9,61.0,5.97,5.91,3.56,4,2,2,3378.099839108114
531,0.31,Ideal,F,VS2,61.6,56.0,4.39,4.35,2.69,4,3,1,753.6730934379266
532,1.47,Premium,I,SI2,61.6,59.0,7.29,7.32,4.5,2,6,2,7535.04362351193
533,1.12,Premium,I,VS1,59.6,58.0,6.82,6.77,4.05,5,6,2,5364.9532087849975
534,0.3,Ideal,G,VS1,62.3,56.0,4.32,4.29,2.68,5,4,1,343.85218902214183
535,0.23,Very Good,H,IF,63.9,55.0,3.89,3.9,2.49,8,5,3,628.1104654025548
536,0.71,Very Good,H,SI1,63.1,56.0,5.62,5.69,3.57,3,5,3,2307.2480744914446
537,1.01,Premium,G,SI2,61.1,58.0,6.39,6.37,3.9,2,4,2,4248.159109446022
538,0.26,Good,E,IF,59.6,61.0,4.13,4.16,2.47,8,2,4,762.8381727929336
539,1.23,Premium,G,VVS2,59.6,59.0,6.98,6.95,4.15,6,4,2,10408.881574068502
540,0.75,Very Good,E,SI1,63.4,57.0,5.77,5.75,3.65,3,2,3,2754.225297919209
541,1.11,Ideal,G,VS2,62.2,55.0,6.67,6.61,4.13,4,4,1,7297.614006755
542,0.55,Very Good,J,VS2,62.9,54.0,5.23,5.29,3.31,4,7,3,822.1731261478435
543,0.91,Premium,G,VS1,62.2,58.0,6.22,6.12,3.85,5,4,2,5481.604410776403
544,1.02,Very Good,H,SI2,63.5,58.0,6.34,6.38,4.04,2,5,3,4076.620939978746
545,2.2,Very Good,H,SI2,63.3,57.0,8.28,8.17,5.21,2,5,3,14136.035059808626
546,0.33,Ideal,E,SI1,59.6,57.0,4.49,4.53,2.69,3,2,1,894.6550073225517
